flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend,label
TR00175,2026-08-12 07:22:43,10.14.7.23,13.107.6.156,25,TCP,105.934,15337,511,10,14,0.0367,0.1619,0.8487,0.1816,7,0,0
TR00176,2026-08-13 01:44:26,10.14.8.11,140.82.121.4,443,TCP,185.968,32829214,62570,38863,2,0.0167,0.0561,0.7659,0.1695,1,0,1
TR00177,2026-08-11 23:30:17,10.14.8.11,140.82.121.4,443,TCP,155.543,25646092,69572,13194,4,0.0757,0.0108,0.9715,0.0595,23,0,1
TR00178,2026-08-11 17:56:32,10.14.8.11,140.82.121.4,443,TCP,12.112,301,592,2,7,0.0657,0.0142,0.6283,0.3683,17,0,0
TR00179,2026-08-11 01:06:13,10.14.5.4,13.107.6.156,3389,TCP,57.066,2323,3737,8,14,0.3684,0.0569,0.809,0.1414,1,0,0
TR00180,2026-08-12 15:31:41,10.14.8.11,142.250.74.14,443,TCP,29.721,22071,6135,18,6,0.1273,0.134,0.855,0.122,15,0,0
TR00181,2026-08-16 08:49:04,10.14.8.11,104.16.132.229,443,TCP,90.475,965,1719,2,7,0.1017,0.1144,0.798,0.1604,8,1,0
TR00182,2026-08-12 02:17:48,10.20.9.10,44.236.72.93,80,TCP,42.759,12695,8232,27,5,0.0329,0.0037,0.7766,0.1549,2,0,0
TR00183,2026-08-10 05:14:30,10.14.5.4,140.82.121.4,443,TCP,20.221,10321,796,16,10,0.0436,0.1844,0.4873,0.4368,5,0,0
TR00184,2026-08-13 03:19:41,10.20.2.15,44.236.72.93,80,TCP,19.365,25040,2162,30,4,0.0878,0.1851,0.9403,0.0518,3,0,0
TR00185,2026-08-11 06:25:12,10.14.5.4,140.82.121.4,80,TCP,15.038,1189,1376,3,6,0.0477,0.0442,0.924,0.001,6,0,0
TR00186,2026-08-13 15:49:18,10.14.8.11,20.112.52.29,3389,TCP,53.471,5370,276,4,4,0.1572,0.0339,0.7358,0.3061,15,0,0
TR00187,2026-08-16 06:49:21,10.14.5.4,44.236.72.93,80,TCP,6.846,1663,12182,14,6,0.0126,0.1257,0.4762,0.5769,6,1,0
TR00188,2026-08-13 12:31:57,10.14.8.11,44.236.72.93,53,UDP,3.53,2924,14090,30,5,0.1336,0.0873,0.7481,0.3078,12,0,0
TR00189,2026-08-14 16:29:56,10.14.5.4,13.107.6.156,443,TCP,8.127,14862,233,10,10,0.0489,0.0876,0.826,0.201,16,0,0
TR00190,2026-08-14 01:11:02,10.14.7.23,44.236.72.93,443,TCP,41.654,1585,2589,4,5,0.1213,0.059,0.6387,0.3081,1,0,0
TR00191,2026-08-14 10:37:37,10.14.9.18,44.236.72.93,53,UDP,8.141,3764,13245,23,12,0.1532,0.1106,0.8224,0.1842,10,0,0
TR00192,2026-08-12 13:33:39,10.20.2.15,104.16.132.229,3389,TCP,42.706,61,4048,3,12,0.2551,0.0659,0.69,0.2603,13,0,0
TR00193,2026-08-13 20:53:25,10.14.7.23,20.112.52.29,3389,TCP,89.613,1605,2203,7,1,0.0749,0.2491,0.7733,0.2628,20,0,0
TR00194,2026-08-10 05:00:53,10.14.7.23,142.250.74.14,1433,TCP,4.414,3230,16403,23,10,0.1007,0.0742,0.8967,0.0354,5,0,0
TR00195,2026-08-12 16:48:18,10.14.5.4,185.125.190.29,80,TCP,9.553,5501,5251,7,1,0.1852,0.025,0.5425,0.4596,16,0,0
TR00196,2026-08-15 07:24:49,10.14.9.18,44.236.72.93,53,UDP,13.64,358,5312,11,5,0.0774,0.0698,0.6283,0.4099,7,1,0
TR00197,2026-08-12 16:13:18,10.14.9.18,104.16.132.229,53,UDP,20.038,4291,6938,7,4,0.0515,0.2611,0.7605,0.2189,16,0,0
TR00198,2026-08-12 23:07:32,10.14.8.11,142.250.74.14,445,TCP,0.058,232,116,3,54,0.4984,0.4896,0.4425,0.9689,23,0,1
TR00199,2026-08-15 12:20:04,10.14.9.18,104.16.132.229,53,UDP,6.743,1153,751,2,8,0.0712,0.0669,0.8301,0.1076,12,1,0
TR00200,2026-08-11 00:00:25,10.14.7.23,140.82.121.4,80,TCP,13.227,120,783,2,3,0.185,0.0241,0.6669,0.2937,0,0,0
TR00201,2026-08-13 13:05:26,10.20.9.10,185.125.190.29,80,TCP,31.634,227,1002,2,5,0.0438,0.0131,0.6212,0.3761,13,0,0
TR00202,2026-08-11 11:14:11,10.20.2.15,13.107.6.156,53,UDP,13.08,753,830,2,3,0.2421,0.1075,0.9272,0.0793,11,0,0
TR00203,2026-08-15 12:28:53,10.20.9.10,185.125.190.29,445,TCP,7.918,2896,57757,74,6,0.0815,0.0346,0.523,0.5285,12,1,0
TR00204,2026-08-13 22:06:47,10.20.9.10,44.236.72.93,3389,TCP,30.622,6424,5446,8,3,0.0842,0.1201,0.9509,0,22,0,0
TR00205,2026-08-10 11:04:38,10.14.5.4,142.250.74.14,80,TCP,11.442,1752,2134,3,1,0.0213,0.0486,0.788,0.2606,11,0,0
TR00206,2026-08-16 19:56:51,10.14.8.11,185.125.190.29,445,TCP,3.672,3393,3603,5,9,0.1364,0.1637,0.4834,0.4589,19,1,0
TR00207,2026-08-10 01:43:20,10.14.7.23,185.125.190.29,443,TCP,67.479,21907564,28026,41415,7,0.0442,0.0214,0.9179,0.027,1,0,1
TR00208,2026-08-15 23:35:21,10.14.5.4,13.107.6.156,443,TCP,3.83,442,493,8,2,0.007,0.0113,0.9259,0.0184,23,1,1
TR00209,2026-08-13 21:04:49,10.20.9.10,44.236.72.93,443,TCP,127.083,7431,4396,8,1,0.0521,0.1327,0.987,0,21,0,0
TR00210,2026-08-15 12:55:43,10.14.7.23,13.107.6.156,1433,TCP,98.55,1469,817,2,4,0.0862,0.3347,0.9868,0,12,1,0
TR00211,2026-08-16 14:58:56,10.14.7.23,13.107.6.156,443,TCP,31.518,2507,30063,43,8,0.0559,0.0192,0.5413,0.423,14,1,0
TR00212,2026-08-16 21:55:06,10.14.8.11,20.112.52.29,3389,TCP,7.157,1641,13843,17,15,0.0462,0.0687,0.6358,0.4133,21,1,0
TR00213,2026-08-14 19:18:20,10.20.2.15,20.112.52.29,443,TCP,47.684,1373,8381,14,1,0.0419,0.0656,0.8614,0.1104,19,0,0
TR00214,2026-08-16 15:56:26,10.14.7.23,142.250.74.14,53,UDP,18.701,7750,81061,112,6,0.1662,0.1266,0.5552,0.3981,15,1,0
TR00215,2026-08-10 04:44:40,10.14.5.4,185.125.190.29,443,TCP,62.083,15981182,39660,24410,1,0.0509,0.0512,0.9415,0.0922,4,0,1
TR00216,2026-08-15 05:27:30,10.20.2.15,20.112.52.29,443,TCP,20.871,7103,29004,26,11,0.0347,0.1226,0.6498,0.308,5,1,0
TR00217,2026-08-11 08:30:40,10.20.2.15,104.16.132.229,53,UDP,10.269,38297,2519,50,2,0.1399,0.0353,0.7026,0.2904,8,0,0
TR00218,2026-08-13 19:46:40,10.14.8.11,142.250.74.14,53,UDP,13.334,56,949,2,10,0.0372,0.0322,0.9679,0,19,0,0
TR00219,2026-08-14 07:56:34,10.14.8.11,142.250.74.14,53,UDP,11.103,27395,832,25,2,0.0308,0.0442,0.8895,0.0696,7,0,0
TR00220,2026-08-16 01:00:23,10.14.9.18,13.107.6.156,53,UDP,16.112,5151,13911,16,7,0.041,0.0542,0.964,0.0433,1,1,0
TR00221,2026-08-14 23:18:13,10.20.9.10,104.16.132.229,3389,TCP,29.966,389,2621,2,6,0.0277,0.0067,0.849,0.1354,23,0,0
TR00222,2026-08-15 10:02:05,10.14.5.4,140.82.121.4,22,TCP,93.117,2790,13895,15,4,0.189,0.0939,0.8954,0.0613,10,1,0
TR00223,2026-08-10 02:49:32,10.14.5.4,142.250.74.14,443,TCP,4.171,12276,440,14,7,0.0162,0.0269,0.759,0.283,2,0,0
TR00224,2026-08-15 00:52:26,10.20.9.10,13.107.6.156,443,TCP,13.165,101,593,2,4,0.0001,0.0093,0.6069,0.4257,0,1,0
TR00225,2026-08-10 23:29:08,10.20.2.15,142.250.74.14,25,TCP,56.477,2508,84737,71,8,0.0692,0.1264,0.8902,0.1043,23,0,0
TR00226,2026-08-16 21:58:54,10.14.9.18,13.107.6.156,3389,TCP,54.182,8766,427,6,10,0.0416,0.1839,0.9239,0.0342,21,1,0
TR00227,2026-08-12 23:27:27,10.14.8.11,104.16.132.229,443,TCP,79.967,202,370,2,2,0.0193,0.1912,0.7067,0.3421,23,0,0
TR00228,2026-08-14 01:19:01,10.14.9.18,104.16.132.229,443,TCP,2.775,241,306,6,5,0.0372,0.0163,0.8917,0.0633,1,0,1
TR00229,2026-08-12 02:37:42,10.20.9.10,104.16.132.229,80,TCP,58.076,2390,47039,57,8,0.0277,0.0304,0.9288,0.0576,2,0,0
TR00230,2026-08-10 18:04:16,10.20.9.10,140.82.121.4,3389,TCP,8.207,2860,901,2,5,0.149,0.0042,0.456,0.5337,18,0,0
TR00231,2026-08-14 16:19:25,10.14.7.23,44.236.72.93,53,UDP,6.417,466,1018,2,8,0.0705,0.1016,0.7463,0.3031,16,0,0
TR00232,2026-08-12 07:58:54,10.14.5.4,20.112.52.29,53,UDP,76.113,3624,82,3,1,0.0207,0.0454,0.72,0.3487,7,0,0
TR00233,2026-08-10 00:05:49,10.20.9.10,104.16.132.229,443,TCP,5.498,18955,1690,25,9,0.0434,0.0212,0.6935,0.3846,0,0,0
TR00234,2026-08-10 17:19:48,10.14.5.4,20.112.52.29,443,TCP,7.642,105,1477,2,6,0.0611,0.0012,0.7001,0.3256,17,0,0
TR00235,2026-08-16 17:11:31,10.20.2.15,44.236.72.93,53,UDP,36.416,1196,8341,7,6,0.0284,0.0165,0.8173,0.2345,17,1,0
TR00236,2026-08-12 05:05:33,10.20.2.15,44.236.72.93,25,TCP,30.233,1839,13751,21,8,0.168,0.0967,0.9252,0.0893,5,0,0
TR00237,2026-08-16 22:34:53,10.14.7.23,140.82.121.4,443,TCP,27.317,57,245684,212,6,0.1546,0.0353,0.5883,0.4535,22,1,0
TR00238,2026-08-10 12:13:01,10.20.9.10,140.82.121.4,443,TCP,66.409,8870,36252,28,6,0.001,0.0274,0.882,0.0904,12,0,0
TR00239,2026-08-11 10:50:02,10.20.2.15,13.107.6.156,443,TCP,48.523,533,7190,5,4,0.1152,0.0809,0.4932,0.4378,10,0,0
TR00240,2026-08-14 10:50:44,10.14.8.11,44.236.72.93,25,TCP,23.92,7079,9197,19,3,0.0584,0.1579,0.6021,0.3184,10,0,0
TR00241,2026-08-10 21:55:47,10.14.7.23,44.236.72.93,3389,TCP,2.758,2763,7216,6,4,0.1794,0.0171,0.7236,0.3207,21,0,0
TR00242,2026-08-13 19:53:53,10.14.7.23,142.250.74.14,3389,TCP,8.711,2060,2880,8,10,0.0429,0.083,0.6829,0.3606,19,0,0
TR00243,2026-08-12 09:02:58,10.14.9.18,140.82.121.4,443,TCP,74.681,32315,628,27,8,0.0418,0.056,0.5543,0.443,9,0,0
TR00244,2026-08-16 19:27:38,10.14.7.23,44.236.72.93,80,TCP,3.168,14894,348782,249,7,0.0697,0.0734,0.6608,0.3618,19,1,0
TR00245,2026-08-12 18:20:11,10.14.7.23,140.82.121.4,53,UDP,48.392,258,1884,4,12,0.0056,0.099,0.5642,0.4442,18,0,0
TR00246,2026-08-12 11:37:37,10.20.2.15,140.82.121.4,22,TCP,110.243,109,7022,13,6,0.0203,0.0566,0.4613,0.4782,11,0,0
TR00247,2026-08-11 11:39:51,10.14.5.4,44.236.72.93,53,UDP,60.149,1977,6873,5,8,0.0729,0.2256,0.9715,0,11,0,0
TR00248,2026-08-11 18:11:00,10.14.8.11,20.112.52.29,3389,TCP,18.159,886,10358,13,12,0.0168,0.0362,0.8931,0.157,18,0,0
TR00249,2026-08-12 04:42:06,10.14.7.23,44.236.72.93,445,TCP,41.607,725,60745,56,3,0.0827,0.1088,0.6472,0.2961,4,0,0
TR00250,2026-08-12 23:04:12,10.20.2.15,13.107.6.156,53,UDP,1.856,415,3424,4,6,0.0429,0.1575,0.951,0,23,0,0
TR00251,2026-08-16 02:11:54,10.14.8.11,13.107.6.156,80,TCP,85.451,2645,326,4,1,0.049,0.0538,0.6476,0.3053,2,1,0
TR00252,2026-08-16 12:22:03,10.20.9.10,20.112.52.29,1433,TCP,6.316,2713,2063,6,5,0.0181,0.015,0.6756,0.3312,12,1,0
TR00253,2026-08-14 02:15:09,10.14.5.4,44.236.72.93,443,TCP,137.149,22953501,48201,8072,6,0.0752,0.0239,0.9584,0.1669,2,0,1
TR00254,2026-08-13 04:31:11,10.14.5.4,104.16.132.229,443,TCP,217.925,19801497,62282,32044,8,0.0096,0.0248,0.8048,0.1365,4,0,1
TR00255,2026-08-11 17:47:59,10.20.9.10,142.250.74.14,443,TCP,45.495,787,6200,6,2,0.0418,0.0859,0.7133,0.2828,17,0,0
TR00256,2026-08-13 00:02:18,10.20.9.10,185.125.190.29,443,TCP,2.264,392,416,5,1,0.0204,0.0171,0.9824,0.0209,0,0,1
TR00257,2026-08-14 03:21:36,10.20.2.15,13.107.6.156,443,TCP,5.142,887,637,8,6,0.042,0.0053,0.8767,0.055,3,0,1
TR00258,2026-08-16 08:17:32,10.14.8.11,140.82.121.4,80,TCP,34.481,10975,4494,19,1,0.0204,0.1055,0.8306,0.1534,8,1,0
TR00259,2026-08-11 13:24:39,10.14.9.18,142.250.74.14,22,TCP,14.226,2992,7573,8,1,0.2553,0.0343,0.7654,0.2028,13,0,0
TR00260,2026-08-16 19:00:36,10.20.9.10,13.107.6.156,443,TCP,28.871,153,51089,43,7,0.0149,0.1034,0.9093,0.1321,19,1,0
TR00261,2026-08-10 14:48:59,10.14.7.23,140.82.121.4,1433,TCP,13.165,3189,10053,10,1,0.003,0.0505,0.7329,0.2085,14,0,0
TR00262,2026-08-11 19:06:09,10.14.9.18,13.107.6.156,3389,TCP,6.749,1938,67261,46,7,0.041,0.1259,0.9529,0.0658,19,0,0
TR00263,2026-08-14 03:20:13,10.14.5.4,13.107.6.156,443,TCP,30.926,36744,35473,122,8,0.1155,0.1831,0.7938,0.2643,3,0,0
TR00264,2026-08-10 14:11:50,10.14.7.23,20.112.52.29,80,TCP,8.458,649,4328,4,2,0.0071,0.0523,0.8429,0.0942,14,0,0
TR00265,2026-08-15 16:23:44,10.14.9.18,142.250.74.14,443,TCP,12.403,13419,4158,21,10,0.0162,0.1246,0.4248,0.5413,16,1,0
TR00266,2026-08-14 00:38:18,10.14.9.18,44.236.72.93,443,TCP,208.49,16294454,20410,9342,2,0.0316,0.0336,0.7918,0.1325,0,0,1
TR00267,2026-08-12 18:18:00,10.20.2.15,185.125.190.29,443,TCP,22.253,5688,5108,10,4,0.1523,0.0596,0.8941,0.12,18,0,0
TR00268,2026-08-12 01:02:45,10.14.5.4,20.112.52.29,3389,TCP,0.24,192,81,1,97,0.6594,0.3511,0.3662,0.9317,1,0,1
TR00269,2026-08-16 23:10:37,10.14.5.4,104.16.132.229,443,TCP,4.339,987,120899,100,2,0.0718,0.0583,0.67,0.3346,23,1,0
TR00270,2026-08-13 05:22:00,10.20.9.10,44.236.72.93,53,UDP,63.689,974,249,2,9,0.1013,0.1209,0.5006,0.5697,5,0,0
TR00271,2026-08-11 10:43:58,10.20.2.15,140.82.121.4,3389,TCP,126.635,617,1365,2,7,0.0671,0.0896,0.857,0.1483,10,0,0
TR00272,2026-08-15 01:21:03,10.20.2.15,142.250.74.14,80,TCP,35.108,1925,42936,64,1,0.0268,0.1071,0.6487,0.3531,1,1,0
TR00273,2026-08-15 09:44:57,10.14.9.18,104.16.132.229,1433,TCP,21.751,2352,789,3,6,0.0184,0.0148,0.6527,0.2946,9,1,0
TR00274,2026-08-16 08:07:43,10.20.2.15,13.107.6.156,53,UDP,18.381,7063,9816,31,18,0.1247,0.0603,0.829,0.2241,8,1,0
TR00275,2026-08-10 07:40:57,10.14.9.18,20.112.52.29,22,TCP,43.857,4263,37154,49,1,0.1704,0.0054,0.8835,0.0451,7,0,0
TR00276,2026-08-13 22:46:43,10.20.9.10,44.236.72.93,445,TCP,14.893,496,1812,2,2,0.1193,0.0399,0.7398,0.2978,22,0,0
TR00277,2026-08-10 13:32:35,10.14.9.18,104.16.132.229,3389,TCP,39.67,1814,5285,6,10,0.0183,0.0638,0.6212,0.364,13,0,0
TR00278,2026-08-15 08:59:57,10.14.8.11,140.82.121.4,1433,TCP,3.176,261,3398,4,4,0.1503,0.0293,0.9238,0.1067,8,1,0
TR00279,2026-08-12 09:15:43,10.14.7.23,13.107.6.156,53,UDP,5.23,9265,11575,29,11,0.0397,0.0708,0.763,0.2945,9,0,0
TR00280,2026-08-10 18:36:30,10.14.7.23,44.236.72.93,443,TCP,4.767,7328,9864,14,6,0.0212,0.0604,0.6651,0.2954,18,0,0
TR00281,2026-08-16 02:26:16,10.14.8.11,142.250.74.14,80,TCP,20.916,21854,67479,78,7,0.1436,0.0032,0.7605,0.2974,2,1,0
TR00282,2026-08-10 15:38:51,10.14.7.23,185.125.190.29,443,TCP,3.562,745,1820,3,1,0.0108,0.0911,0.7158,0.2975,15,0,0
TR00283,2026-08-16 16:35:49,10.20.2.15,142.250.74.14,1433,TCP,63.264,2533,27132,19,9,0.0182,0.0877,0.9465,0.0826,16,1,0
TR00284,2026-08-12 20:46:38,10.14.5.4,140.82.121.4,443,TCP,90.137,14957,4413,16,1,0.0335,0.0919,0.8868,0.1601,20,0,0
TR00285,2026-08-11 23:35:13,10.14.8.11,142.250.74.14,53,UDP,14.862,312,79605,64,8,0.0224,0.0862,0.6287,0.4147,23,0,0
TR00286,2026-08-14 18:18:35,10.14.5.4,13.107.6.156,443,TCP,5.36,46935,3589,38,8,0.0279,0.0126,0.1759,0.8384,18,0,0
TR00287,2026-08-15 20:57:59,10.20.2.15,142.250.74.14,443,TCP,2.871,2351,8250,14,6,0.0378,0.0212,0.8051,0.1198,20,1,0
TR00288,2026-08-14 08:44:24,10.20.2.15,140.82.121.4,3389,TCP,3.328,903,3350,6,2,0.0613,0.1833,0.8578,0.1072,8,0,0
TR00289,2026-08-14 23:16:05,10.14.9.18,44.236.72.93,53,UDP,1.754,9649,334,9,6,0.0441,0.0985,0.6134,0.4486,23,0,0
TR00290,2026-08-13 11:28:23,10.20.9.10,20.112.52.29,3389,TCP,41.003,361,121,2,6,0.0312,0.0789,0.6105,0.3566,11,0,0
TR00291,2026-08-13 06:24:52,10.14.9.18,142.250.74.14,53,UDP,189.79,3998,5205,7,2,0.1552,0.0196,0.9094,0.1608,6,0,0
TR00292,2026-08-10 18:56:50,10.14.9.18,185.125.190.29,3389,TCP,14.075,6884,6748,14,5,0.0541,0.1221,0.8481,0.144,18,0,0
TR00293,2026-08-12 11:06:17,10.14.9.18,104.16.132.229,3389,TCP,7.027,7816,13441,15,6,0.0072,0.0734,0.466,0.5938,11,0,0
TR00294,2026-08-13 10:56:10,10.14.9.18,104.16.132.229,22,TCP,3.061,5069,2538,10,8,0.0265,0.004,0.6682,0.3185,10,0,0
TR00295,2026-08-14 05:32:20,10.20.9.10,185.125.190.29,53,UDP,2.959,2781,3842,9,4,0.0456,0.0074,0.6331,0.3509,5,0,0
TR00296,2026-08-12 00:31:00,10.14.9.18,104.16.132.229,443,TCP,196.879,23002234,23317,42533,7,0.0183,0.0027,0.8322,0.0208,0,0,1
TR00297,2026-08-12 19:57:58,10.14.9.18,140.82.121.4,443,TCP,14.996,645,3926,5,5,0.1327,0.1022,0.747,0.2362,19,0,0
TR00298,2026-08-11 09:49:39,10.14.9.18,185.125.190.29,53,UDP,7.22,1785,791,2,16,0.1418,0.0564,0.673,0.2867,9,0,0
TR00299,2026-08-16 02:45:13,10.14.5.4,20.112.52.29,22,TCP,15.331,2532,3180,9,7,0.0791,0.0547,0.8293,0.0993,2,1,0
TR00300,2026-08-16 20:28:11,10.14.7.23,44.236.72.93,443,TCP,2.672,11941,1385,16,2,0.063,0.0552,0.7864,0.2282,20,1,0
TR00301,2026-08-13 14:33:09,10.14.5.4,44.236.72.93,445,TCP,1.993,8062,20694,34,7,0.1215,0.0153,0.6764,0.3662,14,0,0
TR00302,2026-08-16 01:18:26,10.20.9.10,140.82.121.4,443,TCP,5.172,831,122,3,5,0.0376,0.0453,0.9553,0.0074,1,1,1
TR00303,2026-08-16 08:17:24,10.14.8.11,20.112.52.29,3389,TCP,8.631,5675,13318,13,4,0.0297,0.0209,0.6646,0.3546,8,1,0
TR00304,2026-08-15 11:46:04,10.14.9.18,44.236.72.93,443,TCP,26.553,1604,157932,116,2,0.0273,0.0604,0.7086,0.3495,11,1,0
TR00305,2026-08-11 05:20:40,10.14.5.4,185.125.190.29,25,TCP,22.817,481,530,2,1,0.1351,0.1177,0.6585,0.3336,5,0,0
TR00306,2026-08-14 08:38:20,10.20.2.15,104.16.132.229,443,TCP,46.525,2774,8210,20,1,0.0456,0.0287,0.5427,0.4889,8,0,0
TR00307,2026-08-12 00:25:17,10.14.5.4,13.107.6.156,25,TCP,23.846,1094,1782,2,6,0.1693,0.0878,0.5702,0.4183,0,0,0
TR00308,2026-08-11 22:02:41,10.20.2.15,185.125.190.29,443,TCP,16.028,43215,16890,41,4,0.049,0.0722,0.9444,0.0981,22,0,0
TR00309,2026-08-13 00:46:15,10.20.9.10,185.125.190.29,443,TCP,2.522,557,673,3,3,0.0079,0.014,0.9055,0.0427,0,0,1
TR00310,2026-08-12 18:01:38,10.20.9.10,185.125.190.29,22,TCP,38.042,3492,802,3,8,0.0062,0.1652,0.8638,0.0883,18,0,0
TR00311,2026-08-15 22:24:43,10.14.9.18,185.125.190.29,22,TCP,60.24,1060,21608,39,11,0.0554,0.0781,0.6517,0.2942,22,1,0
TR00312,2026-08-14 22:14:51,10.14.7.23,20.112.52.29,443,TCP,13.388,5731,1121,7,9,0.1334,0.0421,0.6649,0.3044,22,0,0
TR00313,2026-08-15 15:59:05,10.14.8.11,140.82.121.4,443,TCP,12.939,2301,21564,32,10,0.1592,0.0371,0.6403,0.3169,15,1,0
TR00314,2026-08-15 19:07:24,10.20.9.10,104.16.132.229,443,TCP,6.072,1367,350207,234,5,0.3676,0.1867,0.6601,0.3321,19,1,0
TR00315,2026-08-10 02:58:36,10.14.8.11,185.125.190.29,53,UDP,42.963,4684,30427,68,3,0.1133,0.1496,0.5275,0.4506,2,0,0
TR00316,2026-08-15 00:20:58,10.20.9.10,13.107.6.156,443,TCP,4.368,720,461,10,3,0.0393,0.0037,0.9386,0.0862,0,1,1
TR00317,2026-08-16 00:51:05,10.20.9.10,142.250.74.14,25,TCP,13.167,5292,1464,4,5,0.1206,0.0384,0.8261,0.1608,0,1,0
TR00318,2026-08-14 22:24:49,10.14.5.4,13.107.6.156,443,TCP,33.841,5415,6627,9,3,0.0274,0.0476,0.4399,0.5379,22,0,0
TR00319,2026-08-16 05:50:52,10.14.7.23,104.16.132.229,22,TCP,0.9,124,16,1,76,0.7239,0.3228,0.166,0.9004,5,1,1
TR00320,2026-08-10 07:37:09,10.20.2.15,140.82.121.4,3389,TCP,52.688,14997,1151,20,6,0.101,0.0163,0.5233,0.5275,7,0,0
TR00321,2026-08-15 23:22:39,10.14.5.4,185.125.190.29,443,TCP,81.269,22659903,22506,39104,4,0.0003,0.0332,0.871,0.0425,23,1,1
TR00322,2026-08-12 07:11:15,10.20.9.10,140.82.121.4,1433,TCP,10.413,72,10935,16,13,0.0279,0.0207,0.507,0.5257,7,0,0
TR00323,2026-08-13 20:33:34,10.14.5.4,185.125.190.29,22,TCP,0.64,146,14,1,33,0.6434,0.0536,0.3521,0.8989,20,0,1
TR00324,2026-08-12 22:38:02,10.14.5.4,185.125.190.29,443,TCP,12.786,1030,211,2,6,0.0045,0.0016,0.9067,0.1425,22,0,0
TR00325,2026-08-15 02:46:49,10.14.9.18,20.112.52.29,443,TCP,155.776,9880001,57846,36052,2,0.0062,0.0414,0.9881,0.0004,2,1,1
TR00326,2026-08-11 15:28:46,10.20.2.15,185.125.190.29,3389,TCP,30.732,39315,880,28,6,0.0596,0.01,0.7406,0.3132,15,0,0
TR00327,2026-08-11 08:53:28,10.14.5.4,44.236.72.93,3389,TCP,41.764,8322,10664,14,1,0.2895,0.1169,0.7282,0.292,8,0,0
TR00328,2026-08-11 04:07:51,10.14.9.18,140.82.121.4,443,TCP,24.362,2431,218,2,1,0.0478,0.0537,0.9155,0.0951,4,0,0
TR00329,2026-08-12 10:10:28,10.20.9.10,20.112.52.29,25,TCP,10.23,5749,4568,6,10,0.0326,0.0755,0.6933,0.3177,10,0,0
TR00330,2026-08-14 16:24:24,10.14.9.18,20.112.52.29,53,UDP,18.039,816,4581,4,1,0.0541,0.1511,0.5376,0.4337,16,0,0
TR00331,2026-08-14 15:41:32,10.20.2.15,104.16.132.229,443,TCP,10.112,8916,2440,10,4,0.0032,0.0646,0.748,0.1899,15,0,0
TR00332,2026-08-15 15:09:31,10.14.9.18,140.82.121.4,443,TCP,16.14,5021,3203,14,1,0.0411,0.029,0.704,0.3739,15,1,0
TR00333,2026-08-12 01:39:01,10.14.5.4,104.16.132.229,22,TCP,15.314,17397,1583,20,1,0.0632,0.0537,0.8011,0.2058,1,0,0
TR00334,2026-08-11 01:20:27,10.14.7.23,44.236.72.93,443,TCP,89.982,23023800,33256,40345,7,0.0132,0.0425,0.7514,0.0463,1,0,1
TR00335,2026-08-11 19:06:14,10.14.7.23,140.82.121.4,443,TCP,3.324,90,32396,26,15,0.1629,0.176,0.7319,0.2235,19,0,0
TR00336,2026-08-13 00:17:21,10.20.9.10,185.125.190.29,25,TCP,33.917,3785,237,2,4,0.0112,0.1451,0.9154,0.1148,0,0,0
TR00337,2026-08-10 01:04:28,10.14.5.4,140.82.121.4,445,TCP,14.292,17445,415,26,6,0.1997,0.0622,0.5741,0.4093,1,0,0
TR00338,2026-08-13 23:32:51,10.14.9.18,44.236.72.93,443,TCP,157.899,20387190,2532,12861,6,0.0218,0.0184,0.7624,0.0018,23,0,1
TR00339,2026-08-11 12:42:42,10.20.2.15,104.16.132.229,443,TCP,19.799,9386,63430,86,1,0.1154,0.0858,0.8755,0.1699,12,0,0
TR00340,2026-08-13 07:01:21,10.14.5.4,20.112.52.29,443,TCP,10.451,1868,1192,3,11,0.1566,0.0069,0.8877,0.054,7,0,0
TR00341,2026-08-11 10:16:07,10.20.2.15,142.250.74.14,22,TCP,31.929,6755,4095,7,7,0.0155,0.0132,0.8239,0.1833,10,0,0
TR00342,2026-08-13 02:42:13,10.14.9.18,20.112.52.29,443,TCP,5.284,341,464,8,6,0.0012,0.0085,0.951,0.0911,2,0,1
TR00343,2026-08-15 08:34:32,10.14.7.23,13.107.6.156,25,TCP,40.715,27719,1832,53,6,0.1923,0.1277,0.3006,0.7618,8,1,0
TR00344,2026-08-14 01:34:41,10.14.9.18,44.236.72.93,443,TCP,4.043,329,217,3,1,0.0164,0.0202,0.9928,0.0588,1,0,1
TR00345,2026-08-16 01:23:07,10.14.9.18,13.107.6.156,443,TCP,34.891,1145,5292,6,6,0.1339,0.0015,0.6069,0.3687,1,1,0
TR00346,2026-08-11 09:58:22,10.14.9.18,44.236.72.93,25,TCP,11.152,13739,15201,24,7,0.0272,0.0441,0.5658,0.367,9,0,0
TR00347,2026-08-13 14:25:20,10.14.7.23,13.107.6.156,53,UDP,6.257,465,4871,4,8,0.1018,0.2328,0.6113,0.4247,14,0,0
TR00348,2026-08-10 01:54:19,10.20.9.10,140.82.121.4,1433,TCP,22.599,1112,4990,4,11,0.0273,0.046,0.9181,0.1054,1,0,0
TR00349,2026-08-15 01:11:37,10.14.8.11,13.107.6.156,1433,TCP,6.86,992,2164,5,6,0.2052,0.1508,0.9435,0.0433,1,1,0
