event_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,bytes_out,bytes_in,duration_sec,rule_name,country
F00786,2026-08-13 23:17:29,10.14.5.4,57408,10.20.9.10,443,TCP,ALLOW,114895,148218,40.32,INTERNAL-BUSINESS,NA
F00787,2026-08-13 23:22:53,10.14.5.4,54445,104.16.132.229,80,TCP,ALLOW,578,16211,117.97,OUTBOUND-WEB,US
F00788,2026-08-13 23:22:56,10.20.2.15,52289,142.250.74.14,80,TCP,ALLOW,8911,987,89.12,OUTBOUND-WEB,US
F00789,2026-08-13 23:40:36,10.14.5.4,51826,140.82.121.4,80,TCP,ALLOW,9629,9014,179.18,OUTBOUND-WEB,US
F00790,2026-08-13 23:58:21,10.14.8.11,62305,142.250.74.14,80,TCP,ALLOW,2958,12619,95.08,OUTBOUND-WEB,US
F00791,2026-08-14 00:16:52,10.14.8.11,51190,13.107.6.156,80,TCP,DENY,847,8129,97.23,OUTBOUND-WEB,US
F00792,2026-08-14 00:20:16,10.20.2.15,62914,185.125.190.29,53,UDP,ALLOW,1668,58783,138.95,DNS-OUT,GB
F00793,2026-08-14 00:21:51,10.14.9.18,62734,44.236.72.93,123,UDP,ALLOW,179,1244,48.21,NTP-OUT,US
F00794,2026-08-14 00:21:56,10.14.9.18,55023,140.82.121.4,443,TCP,ALLOW,6021,54467,120.97,OUTBOUND-WEB,US
F00795,2026-08-14 00:41:43,10.14.9.18,49177,13.107.6.156,80,TCP,ALLOW,4831,27113,53.48,OUTBOUND-WEB,US
F00796,2026-08-14 00:42:46,10.14.9.18,52786,10.20.5.12,1433,TCP,ALLOW,108375,74953,207.97,INTERNAL-BUSINESS,NA
F00797,2026-08-14 00:46:50,10.14.9.18,54317,142.250.74.14,123,UDP,ALLOW,2607,2367,136.45,NTP-OUT,US
F00798,2026-08-14 00:49:29,10.14.7.23,63556,185.125.190.29,443,TCP,ALLOW,1175,12817,38.88,OUTBOUND-WEB,GB
F00799,2026-08-14 00:50:40,10.20.2.15,63278,142.250.74.14,80,TCP,ALLOW,1707,1220,48.27,OUTBOUND-WEB,US
F00800,2026-08-14 01:09:13,10.14.5.4,62910,140.82.121.4,80,TCP,DENY,6649,5197,48.08,OUTBOUND-WEB,US
F00801,2026-08-14 01:10:52,10.14.5.4,52615,13.107.6.156,53,UDP,ALLOW,2154,6459,38.14,DNS-OUT,US
F00802,2026-08-14 01:16:04,10.14.9.18,50047,20.112.52.29,123,UDP,ALLOW,2466,6357,3.03,NTP-OUT,US
F00803,2026-08-14 01:16:10,10.14.7.23,53956,20.112.52.29,80,TCP,ALLOW,5494,4804,102.1,OUTBOUND-WEB,US
F00804,2026-08-14 01:22:06,10.20.9.10,52918,13.107.6.156,123,UDP,ALLOW,2746,6358,107.97,NTP-OUT,US
F00805,2026-08-14 01:29:08,10.14.8.11,61934,104.16.132.229,443,TCP,ALLOW,13492,8469,150.47,OUTBOUND-WEB,US
F00806,2026-08-14 01:51:02,10.14.5.4,55075,142.250.74.14,123,UDP,ALLOW,28678,16776,165.56,NTP-OUT,US
F00807,2026-08-14 01:54:26,10.14.8.11,60586,104.16.132.229,123,UDP,ALLOW,10514,10540,71.69,NTP-OUT,US
F00808,2026-08-14 02:09:08,10.14.7.23,53449,10.20.1.10,443,TCP,ALLOW,104496,86804,10.48,INTERNAL-BUSINESS,NA
F00809,2026-08-14 02:15:09,10.14.8.11,59974,10.20.8.20,443,TCP,ALLOW,26131,289404,216.64,INTERNAL-BUSINESS,NA
F00810,2026-08-14 02:19:57,10.20.9.10,61826,142.250.74.14,123,UDP,ALLOW,1521,5526,22.54,NTP-OUT,US
F00811,2026-08-14 02:22:03,10.14.7.23,62432,13.107.6.156,443,TCP,ALLOW,10139,6123,53.55,OUTBOUND-WEB,US
F00812,2026-08-14 02:34:15,10.14.5.4,49397,10.20.9.10,3389,TCP,ALLOW,71449,236450,189.77,INTERNAL-BUSINESS,NA
F00813,2026-08-14 02:35:34,10.14.8.11,55233,140.82.121.4,80,TCP,ALLOW,939,10244,160.34,OUTBOUND-WEB,US
F00814,2026-08-14 02:39:46,10.14.7.23,50405,185.125.190.29,443,TCP,ALLOW,3392,9263,125.0,OUTBOUND-WEB,GB
F00815,2026-08-14 02:51:05,10.14.9.18,62059,142.250.74.14,443,TCP,ALLOW,1777,12879,90.85,OUTBOUND-WEB,US
F00816,2026-08-14 03:05:23,10.14.8.11,64211,142.250.74.14,80,TCP,ALLOW,11117,3303,13.51,OUTBOUND-WEB,US
F00817,2026-08-14 03:17:04,10.20.2.15,61183,104.16.132.229,53,UDP,ALLOW,3366,26230,172.46,DNS-OUT,US
F00818,2026-08-14 03:20:49,10.20.9.10,49778,20.112.52.29,123,UDP,ALLOW,7115,77543,145.59,NTP-OUT,US
F00819,2026-08-14 03:21:50,10.14.7.23,56691,44.236.72.93,443,TCP,ALLOW,1624,6176,80.39,OUTBOUND-WEB,US
F00820,2026-08-14 03:27:18,10.14.9.18,64380,185.125.190.29,80,TCP,ALLOW,9338,3670,134.05,OUTBOUND-WEB,GB
F00821,2026-08-14 03:30:19,10.14.8.11,56507,140.82.121.4,80,TCP,ALLOW,2595,3722,92.99,OUTBOUND-WEB,US
F00822,2026-08-14 03:31:58,10.20.2.15,64524,20.112.52.29,53,UDP,ALLOW,11450,2507,170.39,DNS-OUT,US
F00823,2026-08-14 03:32:26,10.14.5.4,54995,10.20.1.10,445,TCP,ALLOW,61832,26384,12.36,INTERNAL-BUSINESS,NA
F00824,2026-08-14 03:33:16,10.20.2.15,52240,13.107.6.156,443,TCP,ALLOW,3102,14246,165.62,OUTBOUND-WEB,US
F00825,2026-08-14 03:37:08,10.14.7.23,54653,185.125.190.29,123,UDP,ALLOW,5107,10115,171.79,NTP-OUT,GB
F00826,2026-08-14 03:43:58,10.14.7.23,53645,20.112.52.29,443,TCP,ALLOW,5840,6214,135.6,OUTBOUND-WEB,US
F00827,2026-08-14 03:57:59,10.14.8.11,50338,140.82.121.4,443,TCP,ALLOW,11441,34191,33.94,OUTBOUND-WEB,US
F00828,2026-08-14 03:58:05,10.20.2.15,59842,20.112.52.29,53,UDP,ALLOW,8478,3965,62.68,DNS-OUT,US
F00829,2026-08-14 04:01:12,10.20.9.10,62751,140.82.121.4,80,TCP,ALLOW,2567,19201,106.22,OUTBOUND-WEB,US
F00830,2026-08-14 04:07:48,10.14.5.4,49232,140.82.121.4,80,TCP,ALLOW,409,6362,135.59,OUTBOUND-WEB,US
F00831,2026-08-14 04:07:56,10.14.5.4,55829,142.250.74.14,123,UDP,ALLOW,2383,9965,174.75,NTP-OUT,US
F00832,2026-08-14 04:08:11,10.14.8.11,57714,10.20.9.10,445,TCP,ALLOW,108307,88747,121.48,INTERNAL-BUSINESS,NA
F00833,2026-08-14 04:30:16,10.14.7.23,57674,20.112.52.29,123,UDP,ALLOW,3282,18847,52.25,NTP-OUT,US
F00834,2026-08-14 04:32:05,10.20.9.10,54909,20.112.52.29,443,TCP,ALLOW,31197,1514,105.87,OUTBOUND-WEB,US
F00835,2026-08-14 04:40:23,10.14.8.11,62825,185.125.190.29,443,TCP,ALLOW,633,9069,140.91,OUTBOUND-WEB,GB
F00836,2026-08-14 04:42:22,10.14.7.23,64366,10.20.8.20,443,TCP,ALLOW,16036,292008,215.24,INTERNAL-BUSINESS,NA
F00837,2026-08-14 04:55:55,10.20.2.15,57977,140.82.121.4,80,TCP,ALLOW,2650,34910,69.17,OUTBOUND-WEB,US
F00838,2026-08-14 05:06:44,10.20.2.15,50458,142.250.74.14,80,TCP,ALLOW,14484,9667,86.57,OUTBOUND-WEB,US
F00839,2026-08-14 05:19:49,10.20.2.15,49352,20.112.52.29,123,UDP,ALLOW,3576,27280,6.2,NTP-OUT,US
F00840,2026-08-14 05:22:59,10.14.8.11,60779,104.16.132.229,123,UDP,ALLOW,2043,6371,78.16,NTP-OUT,US
F00841,2026-08-14 05:27:53,10.14.8.11,58285,142.250.74.14,123,UDP,ALLOW,795,10041,83.02,NTP-OUT,US
F00842,2026-08-14 05:30:16,10.20.9.10,53147,20.112.52.29,80,TCP,ALLOW,20508,13652,60.06,OUTBOUND-WEB,US
F00843,2026-08-14 05:31:11,10.14.5.4,61750,142.250.74.14,53,UDP,ALLOW,11419,5951,144.6,DNS-OUT,US
F00844,2026-08-14 05:36:39,10.14.7.23,59954,20.112.52.29,123,UDP,ALLOW,1036,16416,48.67,NTP-OUT,US
F00845,2026-08-14 05:37:54,10.14.5.4,63905,44.236.72.93,443,TCP,ALLOW,4457,2446,108.13,OUTBOUND-WEB,US
F00846,2026-08-14 05:43:19,10.14.5.4,51862,185.125.190.29,443,TCP,ALLOW,7196,3599,120.44,OUTBOUND-WEB,GB
F00847,2026-08-14 05:50:39,10.14.7.23,53370,185.125.190.29,443,TCP,ALLOW,5005,27392,136.47,OUTBOUND-WEB,GB
F00848,2026-08-14 05:51:50,10.14.7.23,60454,104.16.132.229,123,UDP,ALLOW,1461,17302,74.62,NTP-OUT,US
F00849,2026-08-14 05:55:26,10.14.8.11,56287,10.20.8.20,3389,TCP,ALLOW,97813,68537,35.69,INTERNAL-BUSINESS,NA
F00850,2026-08-14 06:27:21,10.20.9.10,54288,142.250.74.14,443,TCP,ALLOW,5128,1920,131.34,OUTBOUND-WEB,US
F00851,2026-08-14 06:27:51,10.14.5.4,62273,142.250.74.14,53,UDP,ALLOW,4671,77561,40.19,DNS-OUT,US
F00852,2026-08-14 06:35:33,10.20.2.15,56474,13.107.6.156,443,TCP,ALLOW,5773,323,21.12,OUTBOUND-WEB,US
F00853,2026-08-14 06:39:24,10.14.7.23,55197,10.20.8.20,1433,TCP,ALLOW,83120,308799,87.87,INTERNAL-BUSINESS,NA
F00854,2026-08-14 06:40:49,10.14.8.11,56908,13.107.6.156,443,TCP,ALLOW,8947,14866,146.09,OUTBOUND-WEB,US
F00855,2026-08-14 06:41:57,10.14.9.18,52765,104.16.132.229,123,UDP,ALLOW,1610,2975,123.45,NTP-OUT,US
F00856,2026-08-14 07:02:41,10.20.2.15,61170,140.82.121.4,53,UDP,ALLOW,429,45407,19.74,DNS-OUT,US
F00857,2026-08-14 07:08:01,10.14.7.23,54523,185.125.190.29,53,UDP,ALLOW,1303,3205,99.98,DNS-OUT,GB
F00858,2026-08-14 07:11:08,10.20.2.15,58920,13.107.6.156,80,TCP,ALLOW,1769,9638,45.9,OUTBOUND-WEB,US
F00859,2026-08-14 07:18:51,10.14.9.18,54694,104.16.132.229,80,TCP,ALLOW,2339,3509,15.91,OUTBOUND-WEB,US
F00860,2026-08-14 07:19:02,10.14.8.11,60240,44.236.72.93,123,UDP,ALLOW,1790,4443,133.13,NTP-OUT,US
F00861,2026-08-14 07:22:21,10.14.5.4,53527,140.82.121.4,443,TCP,ALLOW,834,11425,100.18,OUTBOUND-WEB,US
F00862,2026-08-14 07:22:24,10.20.9.10,60302,140.82.121.4,123,UDP,ALLOW,2241,12957,168.22,NTP-OUT,US
F00863,2026-08-14 07:31:36,10.20.2.15,63848,104.16.132.229,123,UDP,ALLOW,5973,427,177.95,NTP-OUT,US
F00864,2026-08-14 07:36:04,10.20.2.15,64968,140.82.121.4,443,TCP,ALLOW,862,729,169.47,OUTBOUND-WEB,US
F00865,2026-08-14 07:38:47,10.14.5.4,49741,104.16.132.229,53,UDP,DENY,1155,5318,74.3,DNS-OUT,US
F00866,2026-08-14 08:12:32,10.14.7.23,55137,13.107.6.156,123,UDP,ALLOW,2609,4213,63.93,NTP-OUT,US
F00867,2026-08-14 08:15:12,10.14.7.23,54381,10.20.1.10,3389,TCP,ALLOW,63033,202220,146.44,INTERNAL-BUSINESS,NA
F00868,2026-08-14 08:16:20,10.20.2.15,60115,13.107.6.156,443,TCP,ALLOW,1195,19463,25.35,OUTBOUND-WEB,US
F00869,2026-08-14 08:25:20,10.20.9.10,59792,44.236.72.93,53,UDP,ALLOW,2383,1885,104.54,DNS-OUT,US
F00870,2026-08-14 08:32:02,10.14.8.11,61508,44.236.72.93,123,UDP,ALLOW,19239,3763,112.68,NTP-OUT,US
F00871,2026-08-14 08:41:06,10.14.5.4,63518,44.236.72.93,80,TCP,ALLOW,900,3159,107.5,OUTBOUND-WEB,US
F00872,2026-08-14 08:50:07,10.14.9.18,62959,142.250.74.14,123,UDP,ALLOW,4719,28990,20.48,NTP-OUT,US
F00873,2026-08-14 08:50:54,10.14.7.23,62258,142.250.74.14,443,TCP,ALLOW,7736,33278,36.53,OUTBOUND-WEB,US
F00874,2026-08-14 08:55:57,10.14.7.23,54423,142.250.74.14,53,UDP,ALLOW,2108,8590,3.56,DNS-OUT,US
F00875,2026-08-14 08:57:51,10.20.2.15,56893,140.82.121.4,123,UDP,ALLOW,2643,4493,6.42,NTP-OUT,US
F00876,2026-08-14 09:05:06,10.20.9.10,59535,140.82.121.4,123,UDP,ALLOW,11423,12526,165.0,NTP-OUT,US
F00877,2026-08-14 09:51:55,10.14.5.4,64645,140.82.121.4,123,UDP,ALLOW,2274,22022,16.44,NTP-OUT,US
F00878,2026-08-14 09:52:33,10.14.5.4,51968,104.16.132.229,443,TCP,ALLOW,1610,20694,18.3,OUTBOUND-WEB,US
F00879,2026-08-14 09:53:43,10.20.2.15,55283,185.125.190.29,53,UDP,ALLOW,2605,2228,109.57,DNS-OUT,GB
F00880,2026-08-14 10:00:23,10.14.5.4,60693,142.250.74.14,123,UDP,ALLOW,8152,4272,155.78,NTP-OUT,US
F00881,2026-08-14 10:06:02,10.14.5.4,52217,10.20.1.10,3389,TCP,ALLOW,111188,186758,106.79,INTERNAL-BUSINESS,NA
F00882,2026-08-14 10:18:29,10.14.9.18,54315,10.20.8.20,1433,TCP,ALLOW,58026,245309,44.24,INTERNAL-BUSINESS,NA
F00883,2026-08-14 10:19:41,10.14.9.18,50588,10.20.9.10,445,TCP,ALLOW,27173,312780,211.29,INTERNAL-BUSINESS,NA
F00884,2026-08-14 10:29:11,10.14.9.18,55502,13.107.6.156,123,UDP,ALLOW,32502,25310,172.51,NTP-OUT,US
F00885,2026-08-14 10:49:31,10.20.9.10,62478,13.107.6.156,80,TCP,ALLOW,4329,1531,96.83,OUTBOUND-WEB,US
F00886,2026-08-14 10:51:20,10.14.5.4,59347,104.16.132.229,443,TCP,ALLOW,598,10454,70.14,OUTBOUND-WEB,US
F00887,2026-08-14 11:05:00,10.14.9.18,50655,13.107.6.156,80,TCP,ALLOW,10251,6005,174.43,OUTBOUND-WEB,US
F00888,2026-08-14 11:07:03,10.14.5.4,49269,142.250.74.14,53,UDP,ALLOW,1154,53380,6.65,DNS-OUT,US
F00889,2026-08-14 11:15:02,10.14.8.11,57678,10.20.8.20,443,TCP,ALLOW,85725,258229,50.71,INTERNAL-BUSINESS,NA
F00890,2026-08-14 11:15:25,10.14.8.11,57590,44.236.72.93,53,UDP,ALLOW,1702,2095,17.71,DNS-OUT,US
F00891,2026-08-14 11:22:06,10.14.5.4,50899,185.125.190.29,123,UDP,ALLOW,9164,12813,4.73,NTP-OUT,GB
F00892,2026-08-14 11:45:23,10.14.9.18,58179,140.82.121.4,123,UDP,ALLOW,2383,28975,34.76,NTP-OUT,US
F00893,2026-08-14 11:46:10,10.14.5.4,59657,10.20.8.20,443,TCP,ALLOW,113270,100533,69.73,INTERNAL-BUSINESS,NA
F00894,2026-08-14 11:50:01,10.14.7.23,61283,10.20.5.12,443,TCP,ALLOW,18826,177961,85.42,INTERNAL-BUSINESS,NA
F00895,2026-08-14 11:53:38,10.14.5.4,63738,20.112.52.29,80,TCP,ALLOW,12904,18531,29.71,OUTBOUND-WEB,US
F00896,2026-08-14 12:09:51,10.14.8.11,62078,13.107.6.156,53,UDP,ALLOW,9903,7147,178.76,DNS-OUT,US
F00897,2026-08-14 12:13:52,10.14.7.23,55643,20.112.52.29,53,UDP,ALLOW,2524,5025,9.82,DNS-OUT,US
F00898,2026-08-14 12:14:09,10.14.5.4,49847,142.250.74.14,80,TCP,ALLOW,1554,17083,71.51,OUTBOUND-WEB,US
F00899,2026-08-14 12:17:20,10.14.5.4,49462,104.16.132.229,123,UDP,ALLOW,1543,10938,4.66,NTP-OUT,US
F00900,2026-08-14 12:27:26,10.14.5.4,63422,142.250.74.14,80,TCP,ALLOW,1438,1501,179.75,OUTBOUND-WEB,US
F00901,2026-08-14 12:27:45,10.14.7.23,50970,13.107.6.156,53,UDP,ALLOW,4330,6330,130.14,DNS-OUT,US
F00902,2026-08-14 12:32:33,10.14.5.4,64082,44.236.72.93,53,UDP,ALLOW,480,183268,5.16,DNS-OUT,US
F00903,2026-08-14 12:38:58,10.14.8.11,60608,10.20.1.10,443,TCP,ALLOW,9030,283407,236.5,INTERNAL-BUSINESS,NA
F00904,2026-08-14 12:42:01,10.14.7.23,63058,20.112.52.29,53,UDP,ALLOW,1647,968,6.93,DNS-OUT,US
F00905,2026-08-14 12:45:52,10.14.5.4,55903,104.16.132.229,80,TCP,ALLOW,10658,5148,71.53,OUTBOUND-WEB,US
F00906,2026-08-14 12:51:23,10.20.9.10,65482,140.82.121.4,443,TCP,ALLOW,691,15482,131.66,OUTBOUND-WEB,US
F00907,2026-08-14 13:00:17,10.14.8.11,63980,20.112.52.29,53,UDP,ALLOW,1594,15429,16.22,DNS-OUT,US
F00908,2026-08-14 13:00:25,10.14.5.4,60553,10.20.8.20,3389,TCP,ALLOW,68259,276209,31.59,INTERNAL-BUSINESS,NA
F00909,2026-08-14 13:05:26,10.14.8.11,51957,10.20.9.10,445,TCP,ALLOW,67816,116790,241.1,INTERNAL-BUSINESS,NA
F00910,2026-08-14 13:14:14,10.20.2.15,53286,140.82.121.4,443,TCP,ALLOW,21388,2524,103.2,OUTBOUND-WEB,US
F00911,2026-08-14 13:17:57,10.14.8.11,53426,13.107.6.156,53,UDP,ALLOW,4019,4662,59.3,DNS-OUT,US
F00912,2026-08-14 13:25:06,10.20.2.15,56384,104.16.132.229,53,UDP,ALLOW,3338,1361,52.38,DNS-OUT,US
F00913,2026-08-14 13:47:19,10.14.8.11,62462,10.20.1.10,3389,TCP,ALLOW,8038,300494,35.69,INTERNAL-BUSINESS,NA
F00914,2026-08-14 13:48:34,10.14.8.11,57732,20.112.52.29,443,TCP,ALLOW,9740,9870,24.1,OUTBOUND-WEB,US
F00915,2026-08-14 14:05:03,10.20.9.10,64638,44.236.72.93,80,TCP,ALLOW,1151,3010,119.33,OUTBOUND-WEB,US
F00916,2026-08-14 14:10:42,10.20.9.10,61032,140.82.121.4,443,TCP,ALLOW,3022,1884,38.99,OUTBOUND-WEB,US
F00917,2026-08-14 14:14:32,10.20.9.10,49205,104.16.132.229,443,TCP,ALLOW,3336,9834,160.39,OUTBOUND-WEB,US
F00918,2026-08-14 14:18:27,10.14.9.18,64465,185.125.190.29,53,UDP,ALLOW,8283,5933,49.62,DNS-OUT,GB
F00919,2026-08-14 14:19:52,10.14.7.23,58290,142.250.74.14,443,TCP,ALLOW,7307,4267,17.09,OUTBOUND-WEB,US
F00920,2026-08-14 14:30:59,10.20.2.15,59970,185.125.190.29,123,UDP,ALLOW,1930,25701,143.97,NTP-OUT,GB
F00921,2026-08-14 14:36:35,10.14.7.23,59718,142.250.74.14,443,TCP,ALLOW,1879,17825,42.8,OUTBOUND-WEB,US
F00922,2026-08-14 14:40:29,10.14.7.23,60927,13.107.6.156,443,TCP,ALLOW,2011,1237,119.44,OUTBOUND-WEB,US
F00923,2026-08-14 14:58:06,10.20.2.15,56880,20.112.52.29,123,UDP,ALLOW,3063,26211,168.68,NTP-OUT,US
F00924,2026-08-14 15:07:47,10.20.9.10,49495,44.236.72.93,53,UDP,ALLOW,1814,13263,106.54,DNS-OUT,US
F00925,2026-08-14 15:16:43,10.20.9.10,50781,142.250.74.14,123,UDP,ALLOW,4704,16444,111.74,NTP-OUT,US
F00926,2026-08-14 15:24:18,10.14.9.18,54740,10.20.1.10,445,TCP,ALLOW,108225,64790,247.8,INTERNAL-BUSINESS,NA
F00927,2026-08-14 15:43:19,10.14.7.23,50026,104.16.132.229,123,UDP,ALLOW,9108,6641,150.34,NTP-OUT,US
F00928,2026-08-14 16:12:18,10.14.5.4,54371,10.20.8.20,1433,TCP,ALLOW,80371,179793,78.26,INTERNAL-BUSINESS,NA
F00929,2026-08-14 16:14:48,10.20.9.10,58716,13.107.6.156,443,TCP,ALLOW,6705,6124,171.36,OUTBOUND-WEB,US
F00930,2026-08-14 16:18:13,10.14.5.4,65379,104.16.132.229,443,TCP,ALLOW,1511,11879,122.22,OUTBOUND-WEB,US
F00931,2026-08-14 16:59:29,10.14.5.4,54737,142.250.74.14,80,TCP,ALLOW,7581,24740,139.98,OUTBOUND-WEB,US
F00932,2026-08-14 17:18:19,10.14.9.18,59630,104.16.132.229,53,UDP,ALLOW,3752,1159,63.5,DNS-OUT,US
F00933,2026-08-14 17:20:55,10.20.2.15,53927,140.82.121.4,53,UDP,ALLOW,9530,5476,70.71,DNS-OUT,US
F00934,2026-08-14 17:26:13,10.20.9.10,54777,142.250.74.14,53,UDP,ALLOW,55261,33937,161.67,DNS-OUT,US
F00935,2026-08-14 17:37:38,10.14.9.18,55370,104.16.132.229,53,UDP,ALLOW,7348,2360,4.39,DNS-OUT,US
F00936,2026-08-14 17:51:33,10.14.9.18,60423,10.20.5.12,443,TCP,ALLOW,39289,204244,220.3,INTERNAL-BUSINESS,NA
F00937,2026-08-14 17:56:34,10.14.5.4,65532,13.107.6.156,443,TCP,ALLOW,7486,3403,122.68,OUTBOUND-WEB,US
F00938,2026-08-14 18:11:28,10.14.8.11,55960,13.107.6.156,123,UDP,ALLOW,1538,35357,27.14,NTP-OUT,US
F00939,2026-08-14 18:27:35,10.14.9.18,63868,140.82.121.4,443,TCP,ALLOW,5988,13717,142.33,OUTBOUND-WEB,US
F00940,2026-08-14 18:34:09,10.14.7.23,63566,142.250.74.14,53,UDP,DENY,4216,24614,105.8,DNS-OUT,US
F00941,2026-08-14 18:36:54,10.14.7.23,65486,142.250.74.14,80,TCP,ALLOW,1247,2042,54.79,OUTBOUND-WEB,US
F00942,2026-08-14 18:48:45,10.20.2.15,57053,13.107.6.156,53,UDP,ALLOW,2798,14304,176.98,DNS-OUT,US
F00943,2026-08-14 18:58:09,10.14.5.4,64256,185.125.190.29,53,UDP,ALLOW,3749,5879,19.13,DNS-OUT,GB
F00944,2026-08-14 19:01:41,10.14.5.4,61225,44.236.72.93,123,UDP,ALLOW,876,4602,2.51,NTP-OUT,US
F00945,2026-08-14 19:15:15,10.14.9.18,58262,20.112.52.29,443,TCP,ALLOW,2991,5648,3.81,OUTBOUND-WEB,US
F00946,2026-08-14 19:16:58,10.14.7.23,61020,44.236.72.93,443,TCP,ALLOW,27178,9166,123.75,OUTBOUND-WEB,US
F00947,2026-08-14 19:45:40,10.14.5.4,53601,20.112.52.29,123,UDP,ALLOW,3081,18227,132.8,NTP-OUT,US
F00948,2026-08-14 19:51:00,10.14.8.11,52740,20.112.52.29,123,UDP,ALLOW,7427,66514,171.68,NTP-OUT,US
F00949,2026-08-14 20:11:33,10.14.9.18,52038,185.125.190.29,443,TCP,ALLOW,7723,2779,145.58,OUTBOUND-WEB,GB
F00950,2026-08-14 20:19:31,10.14.8.11,52748,142.250.74.14,80,TCP,ALLOW,4825,24745,92.57,OUTBOUND-WEB,US
F00951,2026-08-14 20:20:21,10.14.7.23,49352,13.107.6.156,123,UDP,ALLOW,2589,3654,142.12,NTP-OUT,US
F00952,2026-08-14 20:21:46,10.14.7.23,55851,185.125.190.29,80,TCP,ALLOW,4527,17165,59.3,OUTBOUND-WEB,GB
F00953,2026-08-14 20:46:50,10.20.2.15,58465,185.125.190.29,443,TCP,ALLOW,24675,521,151.39,OUTBOUND-WEB,GB
F00954,2026-08-14 20:53:20,10.20.9.10,62165,20.112.52.29,123,UDP,DENY,7445,1137,107.75,NTP-OUT,US
F00955,2026-08-14 20:54:03,10.14.8.11,64973,44.236.72.93,443,TCP,ALLOW,4241,1493,30.36,OUTBOUND-WEB,US
F00956,2026-08-14 21:00:58,10.14.7.23,63812,10.20.1.10,1433,TCP,ALLOW,115987,152726,69.42,INTERNAL-BUSINESS,NA
F00957,2026-08-14 21:03:29,10.14.7.23,49820,185.125.190.29,53,UDP,ALLOW,3423,11692,129.56,DNS-OUT,GB
F00958,2026-08-14 21:04:08,10.14.8.11,49609,44.236.72.93,80,TCP,ALLOW,7677,2583,75.42,OUTBOUND-WEB,US
F00959,2026-08-14 21:07:56,10.14.8.11,65154,20.112.52.29,53,UDP,ALLOW,28102,1475,102.86,DNS-OUT,US
F00960,2026-08-14 21:13:58,10.14.9.18,50768,104.16.132.229,80,TCP,ALLOW,7009,20700,131.13,OUTBOUND-WEB,US
F00961,2026-08-14 21:20:08,10.14.9.18,52721,20.112.52.29,53,UDP,ALLOW,42451,8083,98.88,DNS-OUT,US
F00962,2026-08-14 21:33:06,10.20.9.10,53758,104.16.132.229,53,UDP,ALLOW,8211,8222,115.96,DNS-OUT,US
F00963,2026-08-14 21:33:10,10.14.8.11,59448,44.236.72.93,443,TCP,ALLOW,3275,973,62.75,OUTBOUND-WEB,US
F00964,2026-08-14 21:40:34,10.14.5.4,50034,13.107.6.156,53,UDP,ALLOW,2110,4441,72.0,DNS-OUT,US
F00965,2026-08-14 21:40:45,10.14.5.4,64517,13.107.6.156,123,UDP,ALLOW,2220,7331,111.34,NTP-OUT,US
F00966,2026-08-14 21:42:26,10.20.2.15,54276,20.112.52.29,80,TCP,ALLOW,1594,5812,15.23,OUTBOUND-WEB,US
F00967,2026-08-14 21:44:11,10.14.9.18,65483,185.125.190.29,123,UDP,ALLOW,5129,1958,58.0,NTP-OUT,GB
F00968,2026-08-14 21:44:13,10.14.5.4,64155,104.16.132.229,80,TCP,ALLOW,4362,79962,126.51,OUTBOUND-WEB,US
F00969,2026-08-14 21:44:32,10.20.9.10,62049,140.82.121.4,80,TCP,ALLOW,2667,36934,50.35,OUTBOUND-WEB,US
F00970,2026-08-14 21:47:25,10.14.7.23,56791,185.125.190.29,53,UDP,ALLOW,18307,10908,24.19,DNS-OUT,GB
F00971,2026-08-14 21:50:24,10.14.5.4,61389,185.125.190.29,53,UDP,ALLOW,2105,2381,136.77,DNS-OUT,GB
F00972,2026-08-14 21:54:52,10.20.2.15,58126,20.112.52.29,443,TCP,ALLOW,3805,1757,54.85,OUTBOUND-WEB,US
F00973,2026-08-14 21:58:46,10.20.2.15,60671,185.125.190.29,443,TCP,ALLOW,11929,4674,2.03,OUTBOUND-WEB,GB
F00974,2026-08-14 22:00:14,10.14.9.18,49254,44.236.72.93,80,TCP,ALLOW,9191,7362,17.26,OUTBOUND-WEB,US
F00975,2026-08-14 22:06:24,10.14.7.23,56567,13.107.6.156,443,TCP,ALLOW,4022,1928,31.42,OUTBOUND-WEB,US
F00976,2026-08-14 22:13:39,10.14.8.11,53575,140.82.121.4,443,TCP,ALLOW,15404,5674,174.23,OUTBOUND-WEB,US
F00977,2026-08-14 22:24:06,10.14.7.23,60583,104.16.132.229,443,TCP,ALLOW,4662,2292,6.45,OUTBOUND-WEB,US
F00978,2026-08-14 23:16:04,10.14.7.23,52695,185.125.190.29,53,UDP,ALLOW,2600,7839,149.98,DNS-OUT,GB
F00979,2026-08-14 23:22:13,10.14.7.23,58038,185.125.190.29,53,UDP,ALLOW,5212,27016,11.93,DNS-OUT,GB
F00980,2026-08-14 23:37:04,10.20.9.10,53051,185.125.190.29,80,TCP,ALLOW,2245,8619,105.38,OUTBOUND-WEB,GB
F00981,2026-08-14 23:46:17,10.20.9.10,51716,13.107.6.156,53,UDP,ALLOW,7318,5279,162.27,DNS-OUT,US
F00982,2026-08-14 23:57:24,10.14.8.11,54165,140.82.121.4,53,UDP,ALLOW,2013,7873,134.19,DNS-OUT,US
